;idade;flag_aceito;sexo;departamento
167;40.21085222282448;1;M;A
168;44.156092386918615;1;M;A
169;42.47146019909201;0;M;A
170;44.02523781251631;0;M;A
171;31.057015294892192;0;M;A
172;45.53518028894746;0;M;A
173;38.452472841546424;1;M;A
174;41.90100941947326;0;M;A
175;32.720720874717706;1;M;A
176;49.385528656493044;1;M;A
177;38.433745038307606;1;M;A
178;36.039779964820106;1;M;A
179;40.04178253587583;1;M;A
180;42.2708340157372;1;M;A
181;36.67215322614031;1;M;A
182;39.23413031332134;1;M;A
183;39.854011374760866;0;M;A
184;32.27918077078673;1;M;A
185;35.43153419590845;0;M;A
186;26.130406536494064;1;M;A
187;43.49561828685935;0;M;A
188;35.32019731982055;0;M;A
189;39.27756538712054;0;M;A
190;26.60092568026213;1;M;A
191;39.75270957505216;1;M;A
192;39.085619758573905;0;M;A
193;41.036124781657506;0;M;A
194;40.2592589447955;1;M;A
195;31.99605999519379;0;M;A
196;37.081018103928365;0;M;A
197;37.904639234387254;0;M;A
198;46.94763482899;1;M;A
199;36.591178144909904;1;M;A
200;38.08833414314752;1;M;A
201;32.20970947020715;1;M;A
202;41.5372331477524;1;M;A
203;34.91984801055367;0;M;A
204;35.2060273146715;1;M;A
205;30.869491321832868;0;M;A
206;34.2698490890735;1;M;A
207;45.77952773952063;1;M;A
208;38.1835529936051;1;M;A
209;24.762876435433817;0;M;A
210;36.9419250814497;0;M;A
211;42.684689902616945;1;M;A
212;36.965672348469916;1;M;A
213;45.19975576486743;0;M;A
214;37.2667093398036;1;M;A
215;45.10296656327671;1;M;A
216;35.49986641327647;1;M;A
217;42.32936037241316;1;M;A
218;37.27432279970974;1;M;A
219;37.531789371367225;1;M;A
220;30.404150502810264;1;M;A
221;41.7087567360372;0;M;A
222;33.803164139539625;1;M;A
223;38.547741395401665;1;M;A
224;38.21491190953598;0;M;A
225;41.255242497032455;1;M;A
226;30.847402661112252;1;M;A
227;37.04325268471265;1;M;A
228;40.934469422783614;0;M;A
229;37.55667785210115;0;M;A
230;36.20081673221778;0;M;A
231;41.80214095828612;1;M;A
232;42.76833696257241;1;M;A
233;41.29247913845228;0;M;A
234;46.078679769907495;1;M;A
235;28.289134184628345;1;M;A
236;32.87224730756109;0;M;A
237;31.99527693236957;0;M;A
238;36.54708554657578;0;M;A
239;42.232547927592044;0;M;A
240;36.28993078002253;0;M;A
241;28.11893873703906;1;M;A
242;32.47342266491708;1;M;A
243;36.35775558358848;1;M;A
244;30.725989796027292;0;M;A
245;42.609626520680834;0;M;A
246;42.49364882185688;0;M;A
247;42.74341089104404;0;M;A
248;41.80109274399928;0;M;A
249;41.9611616791087;0;M;A
250;40.68062608355494;1;M;A
251;48.92372577865236;0;M;A
252;38.76953846995209;0;M;A
253;39.703807741096206;1;M;A
254;42.00558215031212;0;M;A
255;35.6296607688425;1;M;A
256;39.59152183135652;0;M;A
257;42.40110687253925;1;M;A
258;31.28245974167303;1;M;A
259;41.58923546063141;0;M;A
260;33.5438564277969;1;M;A
261;40.865722395353785;1;M;A
262;43.39596931411978;1;M;A
263;37.08017947299317;1;M;A
264;34.7763334770573;0;M;A
265;31.206751468318316;1;M;A
266;38.463799059137436;1;M;A
267;43.060470651593356;1;M;A
268;35.64883412224694;1;M;A
269;37.15049538939754;1;M;A
270;38.73895742068332;1;M;A
271;39.876543541768406;1;M;A
272;35.13343624200729;1;M;A
273;31.043759091966646;1;M;A
274;36.0078871647072;0;M;A
275;35.08623618278775;0;M;A
276;35.96255944313294;1;M;A
277;34.56044354107448;1;M;A
278;35.964393247984944;1;M;A
279;34.12571371349743;1;M;A
280;34.33228490519854;0;M;A
281;44.14815550061351;1;M;A
282;38.850126559524384;1;M;A
283;46.224099900353195;1;M;A
284;36.36362415539271;0;M;A
285;37.72319066720306;0;M;A
286;33.71389164142641;0;M;A
287;38.95421488977997;1;M;A
288;41.68362685609682;1;M;A
289;27.534158651091456;1;M;A
290;33.39058594509655;1;M;A
291;49.65235458439331;1;M;A
292;25.51873129359618;1;M;A
293;38.33157604452937;0;M;A
294;38.74695982353359;1;M;A
295;43.2089461280318;0;M;A
296;38.12551470692285;1;M;A
297;28.745450725036314;0;M;A
298;32.84594240077145;0;M;A
299;38.32014392620716;1;M;A
300;36.299571022638766;0;M;A
301;40.15372632055663;0;M;A
302;34.107250789408766;1;M;A
303;49.354269273460616;0;M;A
304;33.43385416938125;1;M;A
305;36.476835135712264;0;M;A
306;33.10692771949816;1;M;A
307;37.21466562071662;0;M;A
308;39.82463380172187;0;M;A
309;45.354545078760026;1;M;A
310;29.633228601634556;1;M;A
311;32.26291791678236;0;M;A
312;35.20360565839345;1;M;A
313;34.326708691318146;1;M;A
314;37.06361544241302;1;M;A
315;35.28648520678978;1;M;A
316;33.734231375089266;1;M;A
317;36.62463341389852;0;M;A
318;43.58993794428696;1;M;A
319;38.458471701336116;1;M;A
320;38.33410617181196;0;M;A
321;31.987604094680812;1;M;A
322;36.813504022241744;1;M;A
323;32.01627481404609;1;M;A
324;38.27719034382988;0;M;A
325;43.05031859499012;0;M;A
326;33.293505364557646;1;M;A
327;43.25662312148156;0;M;A
328;39.17928411077661;1;M;A
329;36.87468646309048;0;M;A
330;34.34209693566821;1;M;A
331;34.619917736014614;1;M;A
332;31.023058865040316;1;M;A
333;33.71619006956303;0;M;A
334;36.854735272662715;1;M;A
335;37.10589761145955;1;M;A
336;40.151899556243706;0;M;A
337;43.45572229825285;1;M;A
338;49.3909925148578;1;M;A
339;31.8329417877996;0;M;A
340;44.11193921629446;0;M;A
341;38.32305134144202;0;M;A
342;35.03407766349034;1;M;A
343;31.116426165366498;1;M;A
344;42.69705820690974;0;M;A
345;42.74971561149427;1;M;A
346;43.6718089204712;1;M;A
347;38.93590698506904;1;M;A
348;28.47667066125534;0;M;A
349;35.77866140076209;0;M;A
350;37.29955935564413;0;M;A
351;33.99452157322534;0;M;A
352;41.93797367748852;1;M;A
353;31.386905923160164;0;M;A
354;28.490247295004544;0;M;A
355;35.34422277815131;1;M;A
356;36.07588088638451;1;M;A
357;40.45402256310364;1;M;A
358;37.095168410594894;1;M;A
359;54.38511029397028;1;M;A
360;43.11300499005413;1;M;A
361;39.53818761029726;1;M;A
362;45.067939219414924;1;M;A
363;44.23395454485535;0;M;A
364;45.20271228027356;0;M;A
365;34.836299716915924;0;M;A
366;31.076243185506016;1;M;A
367;43.96521202335377;0;M;A
368;39.784403348456614;1;M;A
369;45.03746842706492;1;M;A
370;35.056036465186565;1;M;A
371;43.154791269898304;1;M;A
372;42.19176536449871;1;M;A
373;45.855657649103954;1;M;A
374;35.40805282147834;0;M;A
375;30.00971673888088;1;M;A
376;40.91931107615643;1;M;A
377;40.60067074312328;0;M;A
378;42.210893122921874;0;M;A
379;32.227696461456645;1;M;A
380;32.07794588564771;1;M;A
381;46.01547458800806;1;M;A
382;31.431309478168693;1;M;A
383;42.75934271586718;1;M;A
384;38.669004998435064;1;M;A
385;36.182241992860405;1;M;A
386;33.10614286158469;0;M;A
387;33.22752868207246;1;M;A
388;35.783235319980314;0;M;A
389;40.684652765686145;1;M;A
390;35.821244585618764;1;M;A
391;37.387362808871714;1;M;A
392;42.07608529157228;1;M;A
393;37.49674300357567;1;M;A
394;26.937808461278482;0;M;A
395;32.09973440068085;0;M;A
396;44.364328239612796;0;M;A
397;42.58416042820957;1;M;A
398;37.843937866945005;0;M;A
399;37.9243917738474;1;M;A
400;39.80672156091933;0;M;A
401;43.651046509311975;1;M;A
402;35.00132210158197;0;M;A
403;31.730864786628285;0;M;A
404;35.499952965757025;0;M;A
405;37.43441093815424;1;M;A
406;31.151839176863675;1;M;A
407;40.28802641908332;1;M;A
408;39.20918040750432;1;M;A
409;33.44858808643661;1;M;A
410;48.08082317150951;0;M;A
411;35.07462849548406;1;M;A
412;35.489057649149586;0;M;A
413;46.690844229507846;0;M;A
414;25.549696180507645;1;M;A
415;36.39033313336141;1;M;A
416;36.22560182229774;0;M;A
417;32.60957372684489;1;M;A
418;37.21674654121968;1;M;A
419;42.274889279933994;0;M;A
420;39.83845828380228;1;M;A
421;27.5423743077287;1;M;A
422;37.86809202907969;0;M;A
423;32.676184697894115;1;M;A
424;33.34677911322673;0;M;A
425;35.43457624209347;1;M;A
426;28.993409130603823;0;M;A
427;36.21351760798792;1;M;A
428;43.18277108994929;0;M;A
429;37.79277692612633;0;M;A
430;26.513764110742663;1;M;A
431;36.995333348661255;1;M;A
432;25.03018894632155;1;M;A
433;39.98766067926478;1;M;A
434;29.86805375139912;0;M;A
435;33.025115674338025;1;M;A
436;40.282123412359454;0;M;A
437;37.065189965244656;1;M;A
438;29.523466156365163;1;M;A
439;28.590834262336067;0;M;A
440;41.43773507853611;0;M;A
441;40.20611175768021;0;M;A
442;39.93177025743453;1;M;A
443;35.610702200912506;0;M;A
444;34.27396677839987;0;M;A
445;37.65602578766128;0;M;A
446;34.75010830891134;1;M;A
447;39.93687083340758;1;M;A
448;37.481255816828856;1;M;A
449;28.948940132820177;1;M;A
450;24.05871482220096;1;M;A
451;36.85463753998156;0;M;A
452;30.83474453705208;0;M;A
453;42.41189103669106;1;M;A
454;39.45798058255319;1;M;A
455;27.22456787651506;0;M;A
456;37.94462840565504;0;M;A
457;38.72159436407368;1;M;A
458;41.77884239248716;0;M;A
459;35.36593853865617;0;M;A
460;43.85977085541659;0;M;A
461;38.49948138937238;1;M;A
462;28.790541192184662;1;M;A
463;40.79001345423697;0;M;A
464;39.35375778513698;0;M;A
465;39.09935043961838;0;M;A
466;35.38202727076328;0;M;A
467;36.28448000783572;1;M;A
468;40.66204314326049;1;M;A
469;39.76326155780882;1;M;A
470;31.217561815511587;0;M;A
471;33.15950002005607;0;M;A
472;34.99659116517101;1;M;A
473;38.69199915160324;0;M;A
474;34.16643786167348;0;M;A
475;34.322135878463655;1;M;A
476;32.935593353258106;0;M;A
477;39.9071544101198;0;M;A
478;44.9152469869684;0;M;A
479;43.09658877590001;1;M;A
480;37.92399707187389;0;M;A
481;35.14749687722592;1;M;A
482;29.52748846021108;1;M;A
483;40.30790132344823;0;M;A
484;39.55453122030405;1;M;A
485;37.677673738921285;0;M;A
486;40.976928677374445;0;M;A
487;43.88603209299494;0;M;A
488;35.207881868167576;1;M;A
489;28.68573135567561;1;M;A
490;34.87917925949831;0;M;A
491;41.95708690705428;1;M;A
492;47.322979847387984;1;M;A
493;36.2909585526912;1;M;A
494;25.179285887555352;0;M;A
495;42.90529748788284;1;M;A
496;42.207434425584715;0;M;A
497;41.18706596914785;0;M;A
498;32.364867683323574;1;M;A
499;34.25867700322608;0;M;A
500;37.6564546276992;1;M;A
501;38.91788691693488;0;M;A
502;39.41611276292791;1;M;A
503;47.209747918940316;0;M;A
504;41.651183648297014;0;M;A
505;42.54719574078344;1;M;A
506;40.26323395816429;0;M;A
507;40.749657818929464;1;M;A
508;32.633611754655355;1;M;A
509;40.08423646687071;0;M;A
510;39.26432609329715;1;M;A
511;31.571458481200516;0;M;A
512;43.48071492342203;1;M;A
513;36.0966710783607;1;M;A
514;38.32794133407279;0;M;A
515;34.92217377159284;1;M;A
516;43.11722233552665;1;M;A
517;38.149371477148954;1;M;A
518;32.78091459945019;1;M;A
519;43.91430251740986;1;M;A
520;37.47276407657406;1;M;A
521;36.38921943074689;1;M;A
522;34.205334321676816;0;M;A
523;35.394621568499616;1;M;A
524;32.428272346510035;0;M;A
525;34.96099896025301;0;M;A
526;39.41619870614011;1;M;A
527;39.70643872748827;1;M;A
528;37.78310286198458;0;M;A
529;32.88990443389757;1;M;A
530;26.616854897624442;0;M;A
531;37.94504728936241;0;M;A
532;49.492232210855974;1;M;A
533;28.66182227171567;1;M;A
534;40.17848967817193;1;M;A
535;33.729106713037716;1;M;A
536;39.33436443347907;1;M;A
537;36.749919091784456;1;M;A
538;33.64133576065444;0;M;A
539;33.90713395465351;0;M;A
540;39.30277225359518;0;M;A
541;34.069468995113645;1;M;A
542;38.46861418028732;1;M;A
543;33.88652922605782;1;M;A
544;51.95306119495304;1;M;A
545;35.71467909246366;1;M;A
546;37.52168056350512;1;M;A
547;40.94675729228429;1;M;A
548;35.486940669788446;1;M;A
549;34.38363559685271;0;M;A
550;36.06491250211349;1;M;A
551;38.397494037601426;0;M;A
552;45.70668824580801;0;M;A
553;32.627642306721135;0;M;A
554;35.481133171439566;0;M;A
555;34.16013909960469;0;M;A
556;45.20434919398019;1;M;A
557;36.05905454623651;1;M;A
558;42.587381216513464;1;M;A
559;45.18997095346392;1;M;A
0;37.045974458226446;1;M;B
1;36.29440362652544;1;M;B
2;41.015469680237814;0;M;B
3;34.63081334028206;0;M;B
4;37.24538566056609;1;M;B
5;35.58449860611218;1;M;B
6;30.403268434527433;0;M;B
7;30.68591422925439;1;M;B
8;35.07432412711296;1;M;B
9;31.556614864549896;1;M;B
10;40.132656542374505;0;M;B
11;38.48823909463451;0;M;B
12;41.838798393974464;1;M;B
13;32.617236207521515;1;M;B
14;37.11759300091967;0;M;B
15;43.81321197482986;0;M;B
16;35.829764032987796;0;M;B
17;47.48141525014913;1;M;B
18;46.057378859942986;0;M;B
19;42.62488965488566;1;M;B
20;45.375088687030754;1;M;B
21;44.82296558302306;1;M;B
22;46.374100994555135;1;M;B
23;33.07404728394084;0;M;B
24;45.22381937285474;1;M;B
25;34.35950105717031;1;M;B
26;38.757065890735504;0;M;B
27;48.40725279561398;1;M;B
28;38.90176973240675;0;M;B
29;39.48131704142125;1;M;B
30;34.445186287725846;1;M;B
31;34.58525209616057;1;M;B
32;40.14728208616526;1;M;B
33;32.09366829260932;0;M;B
34;35.70117381352846;1;M;B
35;29.723395936070666;1;M;B
36;35.66846270928849;1;M;B
37;39.93630716124701;0;M;B
38;30.737366344253687;0;M;B
39;31.995491826432648;1;M;B
40;29.723448353154485;1;M;B
41;48.43569405193417;1;M;B
42;43.87972082158098;0;M;B
43;33.8253963513509;0;M;B
44;32.14920939285574;1;M;B
45;39.40872761220878;1;M;B
46;31.898783956740473;1;M;B
47;33.24104586186562;1;M;B
48;43.05278158740324;1;M;B
49;33.14869191102785;0;M;B
50;33.607068126109375;0;M;B
51;37.61674771959472;1;M;B
52;39.65494099231262;0;M;B
53;29.957445466421945;0;M;B
54;37.14847350315901;1;M;B
55;45.38296641137259;0;M;B
56;42.22835361596988;0;M;B
57;39.46779293010056;1;M;B
58;36.84456242293553;1;M;B
59;40.539838825312046;0;M;B
60;32.79033151458901;1;M;B
61;37.757113280312964;0;M;B
62;39.31973127541129;1;M;B
63;39.6521821337952;1;M;B
64;37.63629105103611;1;M;B
65;31.873211538561748;0;M;B
66;41.91458408697097;0;M;B
67;32.94132679821465;1;M;B
68;38.147566979554924;1;M;B
69;37.99807729617511;1;M;B
70;37.23325726812128;0;M;B
71;38.87829547556619;0;M;B
72;42.40619764924472;1;M;B
73;34.19232793686971;1;M;B
74;37.82001248841723;1;M;B
75;34.57241319559977;0;M;B
76;35.25941443426584;0;M;B
77;38.10924638981592;0;M;B
78;39.566285003943364;1;M;B
79;38.451724310929634;1;M;B
80;37.49324965357972;1;M;B
81;38.87365372558302;1;M;B
82;33.1124847790234;1;M;B
83;35.9069773684133;0;M;B
84;41.7421326767508;1;M;B
85;41.97079128089866;1;M;B
86;31.84065020307943;1;M;B
87;37.43306544092386;0;M;B
88;30.48245491816549;1;M;B
89;43.96648218499458;0;M;B
90;37.37731295943821;1;M;B
91;33.64633374455853;1;M;B
92;31.708099204927073;0;M;B
93;36.57880118158649;0;M;B
94;45.90474554032918;1;M;B
95;39.611912143890514;1;M;B
96;34.028766762357925;1;M;B
97;43.05422681570832;0;M;B
98;32.83352629115801;1;M;B
99;34.31008462048223;1;M;B
100;32.91859922209135;1;M;B
101;36.82098363950151;0;M;B
102;39.39379499373594;1;M;B
103;34.01342469511748;1;M;B
104;44.84441375123207;0;M;B
105;37.194858887789636;0;M;B
106;28.723890177794487;1;M;B
107;41.512030874967266;0;M;B
108;35.35809842632469;1;M;B
109;44.73651220910533;1;M;B
110;45.367359241134196;1;M;B
111;37.736493920793826;1;M;B
112;35.78615296712093;0;M;B
113;37.551964691075035;1;M;B
114;41.63339706707491;1;M;B
115;37.7320030906266;1;M;B
116;41.945573576160996;1;M;B
117;42.373532546901195;1;M;B
118;33.643841980585435;1;M;B
119;33.48899827804211;0;M;B
120;31.615516202276883;1;M;B
121;36.39952687739036;1;M;B
122;50.32708379315942;1;M;B
123;44.02585779014071;1;M;B
124;29.37159258538074;1;M;B
125;36.171910623963825;1;M;B
126;28.07755137712541;1;M;B
127;37.49296223655606;1;M;B
128;43.28148589740651;1;M;B
129;40.48610460339915;1;M;B
130;38.012096293121026;1;M;B
131;38.24156958472737;0;M;B
132;39.36683714978802;0;M;B
133;42.77666892872636;0;M;B
134;38.75097733497345;1;M;B
135;31.05762262463342;1;M;B
136;33.214917640998934;0;M;B
137;33.45643668458084;1;M;B
138;30.886493412595282;0;M;B
139;41.23805882493483;1;M;B
140;45.796151703181295;0;M;B
141;28.50087619455344;0;M;B
142;35.665599936351725;0;M;B
143;39.49110745222902;1;M;B
144;48.43587968095831;0;M;B
145;42.66387846190716;0;M;B
146;38.51083351993787;1;M;B
147;34.23705499322995;0;M;B
148;32.93627748092704;1;M;B
149;38.227706635538674;1;M;B
150;36.5138913717052;1;M;B
151;35.68805470641557;1;M;B
152;30.794106065998626;0;M;B
153;35.40769418045249;0;M;B
154;36.616496644065194;1;M;B
155;44.566437765546354;1;M;B
156;37.94697414454198;0;M;B
157;47.55857065641125;1;M;B
158;30.71058132485529;1;M;B
159;35.71925129082966;1;M;B
160;41.15292871579636;0;M;B
161;45.387463702078136;0;M;B
162;32.72488142992514;1;M;B
163;41.88427422886315;1;M;B
164;49.446424086235716;1;M;B
165;34.23908715382595;0;M;B
166;39.98167864890921;1;M;B
167;40.05137253880579;1;M;B
168;45.24561535724218;1;M;B
169;32.35992138152276;1;M;B
170;46.43278574078218;1;M;B
171;30.801219728829686;1;M;B
172;42.46027637493803;1;M;B
173;38.620121567271745;0;M;B
174;35.30385106503619;1;M;B
175;41.785956547807544;1;M;B
176;33.466249830918926;0;M;B
177;37.89945491626076;0;M;B
178;29.05395855487756;0;M;B
179;43.980577412917995;0;M;B
180;34.3787483613794;0;M;B
181;39.66456094009644;1;M;B
182;37.11822858663201;0;M;B
183;44.342684966300716;1;M;B
184;34.988189667468966;1;M;B
185;37.00860526693257;0;M;B
186;32.76120051268991;1;M;B
187;34.64205640354143;1;M;B
188;47.07647356474449;1;M;B
189;38.86747732930677;1;M;B
190;45.28815764384281;1;M;B
191;48.97670673505132;1;M;B
192;37.139742910981106;0;M;B
193;37.98117968160703;0;M;B
194;40.355660712875846;0;M;B
195;41.417087144628084;1;M;B
196;36.93874271938821;0;M;B
197;29.905155253575032;0;M;B
198;31.869103821358443;1;M;B
199;38.61496733313908;1;M;B
200;37.59291402006599;0;M;B
201;39.115923404343505;1;M;B
202;33.42299884138923;1;M;B
203;35.360737588703806;1;M;B
204;41.28845573565538;0;M;B
205;26.790337390186302;1;M;B
206;34.092623888110445;1;M;B
207;33.648135579923334;0;M;B
208;35.14366229591113;1;M;B
209;33.196444927959554;1;M;B
210;28.259973579068916;1;M;B
211;42.44494986598551;1;M;B
212;40.48211824223177;1;M;B
213;25.04879604631874;1;M;B
214;38.87965571026242;0;M;B
215;40.85404436892017;1;M;B
216;43.8898430033815;1;M;B
217;39.45534396280159;1;M;B
218;36.00950239243928;1;M;B
219;43.799755302426306;1;M;B
220;26.791228046963894;0;M;B
221;30.59496327495009;1;M;B
222;27.601850571661732;1;M;B
223;36.667873833948505;1;M;B
224;31.73306523283358;1;M;B
225;44.203567957828206;1;M;B
226;42.22646272977868;0;M;B
227;49.9787797981148;0;M;B
228;35.21400553050009;1;M;B
229;34.657553256898005;1;M;B
230;37.89359905762209;0;M;B
231;30.63019574485817;1;M;B
232;32.559040712229894;1;M;B
233;36.351301953054595;1;M;B
234;37.824754668237766;0;M;B
235;31.101000320367397;1;M;B
236;37.66114017513908;0;M;B
237;41.15246999005776;0;M;B
238;35.43601231373299;1;M;B
239;43.97565175668401;0;M;B
240;45.786559292091795;0;M;B
241;34.900236644864535;0;M;B
242;41.05352659946605;1;M;B
243;42.410231404922975;0;M;B
244;32.4188113448937;1;M;B
245;33.50774279632813;1;M;B
246;37.10859773998723;1;M;B
247;33.22689297387609;0;M;B
248;40.8094105265176;1;M;B
249;36.82613820542249;1;M;B
250;40.13337082762727;1;M;B
251;37.24861856369338;1;M;B
252;26.252079856171633;1;M;B
253;25.99603460541603;1;M;B
254;35.35059918813897;1;M;B
255;44.4759085328634;1;M;B
256;27.138016020585127;1;M;B
257;39.08835210650185;1;M;B
258;31.355137252853034;1;M;B
259;39.447933330236985;1;M;B
260;32.307529328918626;1;M;B
261;44.268099523585164;0;M;B
262;37.02942203958042;1;M;B
263;38.83660160069038;1;M;B
264;34.452786307762096;1;M;B
265;35.67305186907234;1;M;B
266;35.94106355881365;1;M;B
267;43.073024121547846;0;M;B
268;40.990503662720855;1;M;B
269;41.79423994968245;1;M;B
270;32.5129986892425;0;M;B
271;37.90155063780758;0;M;B
272;37.776042998108686;0;M;B
273;40.1208663195555;1;M;B
274;40.46976275552799;1;M;B
275;28.94289283685621;1;M;B
276;38.452891140844216;1;M;B
277;38.802786846538886;1;M;B
278;38.45559944622214;0;M;B
279;39.41353143535849;1;M;B
280;44.93156285498083;0;M;B
281;42.52672557807619;1;M;B
282;47.003576938216526;1;M;B
283;41.131270687156075;1;M;B
284;41.091797245109184;1;M;B
285;40.09716760246332;1;M;B
286;42.17147965509422;1;M;B
287;35.57305681027917;1;M;B
288;39.493868252156446;1;M;B
289;39.436959866880755;1;M;B
290;41.647938894662516;1;M;B
291;30.623546957470086;0;M;B
292;37.25641557433902;0;M;B
293;39.029419675798;1;M;B
294;31.99832017352653;0;M;B
295;34.87281231392019;1;M;B
296;27.35451032255915;0;M;B
297;33.53786367944343;0;M;B
298;38.696709883270266;1;M;B
299;32.84819597515922;0;M;B
300;37.42478750082899;0;M;B
301;40.762375837965;0;M;B
302;39.4278883613879;1;M;B
303;35.07451544403806;1;M;B
304;41.685062828191256;1;M;B
305;40.121581979456266;1;M;B
306;41.38062252239782;0;M;B
307;32.0202546850462;0;M;B
308;40.40705221797412;1;M;B
309;34.209478082662685;1;M;B
310;39.71362435774495;1;M;B
311;39.098125584026;0;M;B
